	W1	W2	pred
4588	sunglasses	shirt	disjoint
4589	sunglasses	table	disjoint
4590	sunglasses	bottles	disjoint
4591	sunglasses	black shirt	independent
4592	sunglasses	four beer bottles	disjoint
4593	sunglasses	white shirt	independent
4594	black shirt	beer	independent
4595	black shirt	man	independent
4596	black shirt	shirt	forwardentailment
4597	black shirt	table	disjoint
4598	black shirt	bottles	independent
4599	black shirt	sunglasses	independent
4600	black shirt	four beer bottles	independent
4601	black shirt	white shirt	disjoint
4602	bottles of beer	beer	independent
4603	bottles of beer	man	independent
4604	bottles of beer	shirt	disjoint
4605	bottles of beer	table	independent
4606	bottles of beer	bottles	forwardentailment
4607	bottles of beer	sunglasses	disjoint
4608	bottles of beer	black shirt	independent
4609	bottles of beer	four beer bottles	independent
4610	bottles of beer	white shirt	independent
4611	four bottles of beer	beer	independent
4612	four bottles of beer	man	independent
4613	four bottles of beer	shirt	disjoint
4614	four bottles of beer	table	independent
4615	four bottles of beer	bottles	independent
4616	four bottles of beer	sunglasses	disjoint
4617	four bottles of beer	black shirt	independent
4618	four bottles of beer	four beer bottles	forwardentailment
4619	four bottles of beer	white shirt	independent
4620	white shirt	beer	independent
4621	white shirt	man	independent
4622	white shirt	shirt	forwardentailment
4623	white shirt	table	disjoint
4624	white shirt	bottles	independent
4625	white shirt	sunglasses	independent
4626	white shirt	black shirt	disjoint
4627	white shirt	four beer bottles	independent
4628	at a table	with four beer bottles	independent
4629	at a table	black	independent
4630	at a table	white	independent
4631	black	at a table	independent
4632	black	with four beer bottles	independent
4633	white	at a table	independent
4634	white	with four beer bottles	independent
4635	front	beer	independent
4636	front	jacket	independent
4637	front	person	disjoint
4638	front	red jacket	independent
4639	glass	beer	independent
4640	glass	jacket	independent
4641	glass	person	disjoint
4642	glass	red jacket	independent
4643	jacket	beer	independent
4644	jacket	red jacket	reverseentailment
4645	man	jacket	independent
4646	man	red jacket	independent
4647	t-shirt	beer	independent
4648	t-shirt	jacket	disjoint
4649	t-shirt	person	disjoint
4650	t-shirt	red jacket	disjoint
4651	woman	beer	independent
4652	woman	jacket	independent
4653	woman	person	forwardentailment
4654	woman	red jacket	independent
4655	front of the man	beer	independent
4656	front of the man	jacket	independent
4657	front of the man	person	independent
4658	front of the man	red jacket	independent
4659	red jacket	beer	independent
4660	red jacket	jacket	forwardentailment
4661	red jacket	person	independent
4662	white t-shirt	beer	independent
4663	white t-shirt	jacket	disjoint
4664	white t-shirt	person	independent
4665	white t-shirt	red jacket	disjoint
4666	holding	wearing	forwardentailment
4667	wearing	holding	reverseentailment
4668	in a white t-shirt	red	disjoint
4669	white	red	disjoint
4670	child	boy	independent
4671	child	hose	disjoint
4672	child	man	disjoint
4673	family	boy	independent
4674	family	hose	disjoint
4675	rest	boy	independent
4676	rest	hose	disjoint
4677	rest	man	independent
4678	water	hose	independent
4679	outdoors	hose	independent
4680	rest of his family	boy	independent
4681	rest of his family	hose	disjoint
4682	rest of his family	man	independent
4683	playing	holding	independent
4684	spouting	holding	disjoint
4685	spouting	watching	disjoint
4686	watching	holding	independent
4687	ball	official	independent
4688	ball	player	independent
4689	ball	football player	independent
4690	ball	official carrying a football	independent
4691	football	official	disjoint
4692	football	player	independent
4693	football	football player	disjoint
4694	football	official carrying a football	reverseentailment
4695	jersey	football	disjoint
4696	jersey	official	independent
4697	jersey	football player	independent
4698	jersey	official carrying a football	independent
4699	player	official	disjoint
4700	player	football player	reverseentailment
4701	player	official carrying a football	disjoint
4702	touchdown	football	independent
4703	touchdown	official	disjoint
4704	touchdown	player	independent
4705	touchdown	football player	disjoint
4706	touchdown	official carrying a football	disjoint
4707	ball for a touchdown	football	independent
4708	ball for a touchdown	official	independent
4709	ball for a touchdown	player	independent
4710	ball for a touchdown	football player	independent
4711	ball for a touchdown	official carrying a football	independent
4712	running	carrying	disjoint
4713	football	ball	forwardentailment
4714	football	jersey	independent
4715	football	touchdown	independent
4716	football	ball for a touchdown	independent
4717	football	purple jersey	independent
4718	past	ball	independent
4719	past	football	independent
4720	past	jersey	independent
4721	past	player	independent
4722	past	touchdown	independent
4723	past	ball for a touchdown	independent
4724	past	purple jersey	independent
4725	player	ball	independent
4726	player	jersey	independent
4727	player	touchdown	independent
4728	player	ball for a touchdown	independent
4729	player	purple jersey	independent
4730	rolling	ball	independent
4731	rolling	football	independent
4732	rolling	jersey	independent
4733	rolling	player	independent
4734	rolling	touchdown	disjoint
4735	rolling	ball for a touchdown	independent
4736	rolling	purple jersey	independent
4737	football player	ball	disjoint
4738	football player	football	independent
4739	football player	jersey	independent
4740	football player	player	forwardentailment
4741	football player	touchdown	independent
4742	football player	ball for a touchdown	independent
4743	football player	purple jersey	independent
4744	past a rolling football	ball	independent
4745	past a rolling football	football	independent
4746	past a rolling football	jersey	independent
4747	past a rolling football	player	independent
4748	past a rolling football	touchdown	independent
4749	past a rolling football	ball for a touchdown	independent
4750	past a rolling football	purple jersey	independent
4751	rolling football	ball	forwardentailment
4752	rolling football	football	forwardentailment
4753	rolling football	jersey	independent
4754	rolling football	player	independent
4755	rolling football	touchdown	independent
4756	rolling football	ball for a touchdown	independent
4757	rolling football	purple jersey	independent
4758	carrying	running	independent
4759	official	purple	independent
4760	air	blue	independent
4761	air	girl	independent
4762	air	leotard	independent
4763	air	leotard colored in blue	independent
4764	girl	air	independent
4765	girl	blue	independent
4766	girl	leotard	independent
4767	girl	leotard colored in blue	independent
4768	leotard	air	independent
4769	leotard	blue	independent
4770	leotard	girl	independent
4771	leotard	leotard colored in blue	independent
4772	blue leotard	air	independent
4773	blue leotard	blue	forwardentailment
4774	blue leotard	girl	independent
4775	blue leotard	leotard	forwardentailment
4776	blue leotard	leotard colored in blue	forwardentailment
4777	jumping	colored	independent
4778	blue	in blue	independent
4779	blue	in the air	independent
4780	young	in blue	independent
4781	young	in the air	independent
4782	in the air	in blue	independent
4783	in the air	young	independent
4784	air	girl in blue	independent
4785	air	young girl in blue	independent
4786	blue	air	independent
4787	blue	girl	independent
4788	blue	girl in blue	independent
4789	blue	young girl in blue	independent
4790	girl	girl in blue	independent
4791	girl	young girl in blue	independent
4792	girl in blue	air	independent
4793	girl in blue	blue	independent
4794	girl in blue	girl	independent
4795	girl in blue	young girl in blue	reverseentailment
4796	young girl in blue	air	independent
4797	young girl in blue	blue	independent
4798	young girl in blue	girl	independent
4799	young girl in blue	girl in blue	forwardentailment
4800	bunch	rugby	independent
4801	bunch	men	independent
4802	field	rugby	independent
4803	field	men	independent
4804	mud	rugby	disjoint
4805	mud	men	independent
4806	rugby	men	independent
4807	men	rugby	independent
4808	bunch of men	rugby	independent
4809	bunch of men	men	independent
4810	rugby on a field	rugby	independent
4811	rugby on a field	men	independent
4812	bike	accident	independent
4813	bike	rider	independent
4814	bike	bike rider	independent
4815	motocross	accident	independent
4816	motocross	bike	forwardentailment
4817	motocross	rider	independent
4818	motocross	bike rider	independent
4819	person	accident	independent
4820	person	bike	disjoint
4821	person	rider	reverseentailment
4822	person	bike rider	reverseentailment
4823	racing	accident	independent
4824	racing	bike	independent
4825	racing	rider	independent
4826	racing	bike rider	independent
4827	side	accident	independent
4828	side	bike	independent
4829	side	rider	independent
4830	side	bike rider	independent
4831	lying	looking	disjoint
4832	designed	looking	independent
4833	boy	soccer	independent
4834	boy	strip	independent
4835	boy	green soccer strip	independent
4836	grass	boy	independent
4837	grass	soccer	disjoint
4838	grass	strip	independent
4839	grass	green soccer strip	independent
4840	grass	little boy	independent
4841	soccer	boy	independent
4842	soccer	grass	disjoint
4843	soccer	strip	disjoint
4844	soccer	green soccer strip	independent
4845	soccer	little boy	independent
4846	strip	boy	independent
4847	strip	grass	independent
4848	strip	soccer	disjoint
4849	strip	green soccer strip	reverseentailment
4850	strip	little boy	independent
4851	green soccer strip	boy	independent
4852	green soccer strip	grass	independent
4853	green soccer strip	soccer	independent
4854	green soccer strip	strip	forwardentailment
4855	green soccer strip	little boy	independent
4856	running	wearing	independent
4857	on the grass	green	independent
4858	on the grass	little	independent
4859	green	on the grass	independent
4860	green	little	independent
4861	little	on the grass	independent
4862	little	green	independent
4863	beach	edge	independent
4864	beach	handstand	independent
4865	beach	sand	independent
4866	beach	water	independent
4867	beach	edge of the water	independent
4868	beach	wet sand	independent
4869	edge	beach	independent
4870	edge	handstand	independent
4871	edge	man	independent
4872	edge	sand	independent
4873	edge	water	independent
4874	edge	edge of the water	reverseentailment
4875	edge	wet sand	independent
4876	handstand	beach	disjoint
4877	handstand	edge	disjoint
4878	handstand	man	independent
4879	handstand	sand	independent
4880	handstand	water	disjoint
4881	handstand	edge of the water	disjoint
4882	handstand	wet sand	independent
4883	man	beach	independent
4884	man	edge	independent
4885	man	handstand	independent
4886	man	sand	independent
4887	man	water	independent
4888	man	edge of the water	independent
4889	man	wet sand	independent
4890	sand	beach	independent
4891	sand	edge	independent
