	W1	W2	pred
27442	ball	tennis player	independent
27443	headband	ball	disjoint
27444	headband	player	independent
27445	headband	tennis	disjoint
27446	headband	green headband	reverseentailment
27447	headband	tennis player	independent
27448	player	headband	independent
27449	player	tennis	independent
27450	player	green headband	independent
27451	player	tennis player	reverseentailment
27452	tennis	headband	independent
27453	tennis	player	independent
27454	tennis	green headband	independent
27455	tennis	tennis player	independent
27456	green headband	ball	disjoint
27457	green headband	headband	forwardentailment
27458	green headband	player	independent
27459	green headband	tennis	independent
27460	green headband	tennis player	independent
27461	tennis player	ball	disjoint
27462	tennis player	headband	independent
27463	tennis player	player	forwardentailment
27464	tennis player	tennis	independent
27465	tennis player	green headband	independent
27466	camera	person	disjoint
27467	crouching	holding	disjoint
27468	holding	crouching	disjoint
27469	brush	man	independent
27470	brush	photograph	disjoint
27471	man	brush	independent
27472	man	photograph	independent
27473	photograph	brush	independent
27474	photograph	man	independent
27475	squatting	taking	disjoint
27476	taking	squatting	disjoint
27477	brush	camera	disjoint
27478	photo	camera	independent
27479	photo	man	independent
27480	squatting	crouching	synonym
27481	squatting	holding	disjoint
27482	taking	crouching	independent
27483	photograph	camera	independent
27484	photograph	person	disjoint
27485	brush	woman	independent
27486	photograph	woman	independent
27487	river	stream	forwardentailment
27488	river	dogs	independent
27489	dogs	stream	independent
27490	in a river	in a stream	forwardentailment
27491	stream	water	forwardentailment
27492	stream	dogs	independent
27493	stream	Two dogs	disjoint
27494	playing	moving	independent
27495	in a stream	in the water	forwardentailment
27496	dogs	river	independent
27497	Two dogs	river	disjoint
27498	splashing	playing	independent
27499	in the water	in a river	reverseentailment
27500	water	stream	reverseentailment
27501	Two dogs	stream	disjoint
27502	in the water	in a stream	reverseentailment
27503	bale	dog	independent
27504	bale	hay	reverseentailment
27505	bale	black dog	independent
27506	bale	cylindrical hay bale	reverseentailment
27507	dog	bale	disjoint
27508	dog	hay	disjoint
27509	dog	cylindrical hay bale	disjoint
27510	hay	bale	independent
27511	hay	dog	independent
27512	hay	black dog	independent
27513	hay	cylindrical hay bale	independent
27514	black dog	bale	disjoint
27515	black dog	hay	independent
27516	black dog	cylindrical hay bale	disjoint
27517	cylindrical hay bale	bale	forwardentailment
27518	cylindrical hay bale	dog	disjoint
27519	cylindrical hay bale	hay	independent
27520	cylindrical hay bale	black dog	independent
27521	black	cylindrical	independent
27522	cylindrical	black	independent
27523	white dog	bale	independent
27524	white dog	hay	disjoint
27525	white dog	black dog	disjoint
27526	white dog	cylindrical hay bale	disjoint
27527	white	cylindrical	independent
27528	brown dog	air	independent
27529	water	air	disjoint
27530	in the water	in the air	disjoint
27531	horse	motorcycle	disjoint
27532	horse	man on a motorcycle	disjoint
27533	man	man on a motorcycle	independent
27534	track	motorcycle	independent
27535	track	man on a motorcycle	independent
27536	man on a horse	man	independent
27537	man on a horse	motorcycle	disjoint
27538	man on a horse	track	independent
27539	man on a horse	man on a motorcycle	disjoint
27540	waving	riding	independent
27541	man	arm	independent
27542	man	person on the motorcycle	independent
27543	motorcycle	arm	disjoint
27544	motorcycle	person on the motorcycle	independent
27545	track	arm	disjoint
27546	track	person on the motorcycle	independent
27547	man on a motorcycle	arm	independent
27548	man on a motorcycle	person on the motorcycle	forwardentailment
27549	riding	holding	disjoint
27550	waving	holding	independent
27551	horse	arm	disjoint
27552	horse	person on the motorcycle	disjoint
27553	man on a horse	arm	independent
27554	man on a horse	person	independent
27555	man on a horse	person on the motorcycle	disjoint
27556	field	scooter	disjoint
27557	field	adults	independent
27558	field	flowers	independent
27559	field	Two adults	independent
27560	field	field of flowers	independent
27561	scooter	field	disjoint
27562	scooter	adults	independent
27563	scooter	flowers	disjoint
27564	scooter	Two adults	independent
27565	scooter	field of flowers	disjoint
27566	adults	field	independent
27567	adults	scooter	disjoint
27568	adults	flowers	independent
27569	adults	Two adults	reverseentailment
27570	adults	field of flowers	independent
27571	flowers	field	independent
27572	flowers	scooter	disjoint
27573	flowers	adults	independent
27574	flowers	Two adults	independent
27575	flowers	field of flowers	independent
27576	Two adults	field	independent
27577	Two adults	scooter	disjoint
27578	Two adults	adults	forwardentailment
27579	Two adults	flowers	independent
27580	Two adults	field of flowers	independent
27581	field of yellow flowers	field	independent
27582	field of yellow flowers	scooter	disjoint
27583	field of yellow flowers	adults	independent
27584	field of yellow flowers	flowers	forwardentailment
27585	field of yellow flowers	Two adults	independent
27586	field of yellow flowers	field of flowers	forwardentailment
27587	yellow flowers	field	independent
27588	yellow flowers	scooter	disjoint
27589	yellow flowers	adults	independent
27590	yellow flowers	Two adults	independent
27591	yellow flowers	field of flowers	independent
27592	yellow	on a scooter	independent
27593	flowers	helmets	disjoint
27594	flowers	people	disjoint
27595	flowers	Two people wearing helmets	disjoint
27596	flowers	yellow and white flowers	reverseentailment
27597	helmets	flowers	disjoint
27598	helmets	people	disjoint
27599	helmets	Two people wearing helmets	independent
27600	helmets	yellow and white flowers	disjoint
27601	people	flowers	disjoint
27602	people	helmets	independent
27603	people	Two people wearing helmets	independent
27604	people	yellow and white flowers	independent
27605	Two people wearing helmets	flowers	independent
27606	Two people wearing helmets	helmets	independent
27607	Two people wearing helmets	people	independent
27608	Two people wearing helmets	yellow and white flowers	disjoint
27609	yellow and white flowers	flowers	forwardentailment
27610	yellow and white flowers	helmets	independent
27611	yellow and white flowers	people	disjoint
27612	yellow and white flowers	Two people wearing helmets	disjoint
27613	bike	hill	independent
27614	bike	dirt hill	disjoint
27615	dirt	hill	independent
27616	dirt	dirt hill	independent
27617	hill	bike	independent
27618	hill	dirt	independent
27619	hill	person	independent
27620	hill	dirt hill	reverseentailment
27621	person	hill	disjoint
27622	person	dirt hill	disjoint
27623	dirt bike	hill	independent
27624	dirt bike	dirt hill	independent
27625	dirt hill	bike	independent
27626	dirt hill	dirt	independent
27627	dirt hill	hill	forwardentailment
27628	dirt hill	person	disjoint
27629	bike	trail	independent
27630	bike	muddy trail	independent
27631	person	trail	independent
27632	person	muddy trail	independent
27633	trail	bike	independent
27634	trail	person	independent
27635	trail	muddy trail	independent
27636	muddy trail	bike	independent
27637	muddy trail	person	independent
27638	muddy trail	trail	independent
27639	along a muddy trail	muddy	independent
27640	muddy	along a muddy trail	independent
27641	dirt	trail	independent
27642	dirt	muddy trail	independent
27643	hill	trail	independent
27644	hill	muddy trail	independent
27645	man	trail	independent
27646	man	muddy trail	independent
27647	dirt hill	trail	independent
27648	dirt hill	muddy trail	independent
27649	trail	dirt	independent
27650	trail	hill	independent
27651	trail	dirt hill	independent
27652	muddy trail	dirt	independent
27653	muddy trail	hill	independent
27654	muddy trail	dirt hill	independent
27655	blue	animal	independent
27656	blue	dirt	independent
27657	blue	man	independent
27658	blue	road	independent
27659	blue	dirt road	independent
27660	blue	man in blue	independent
27661	dirt	animal	disjoint
27662	dirt	blue	independent
27663	dirt	road	independent
27664	dirt	dirt road	reverseentailment
27665	dirt	man in blue	independent
27666	horse	blue	independent
27667	horse	dirt	independent
27668	horse	road	independent
27669	horse	dirt road	independent
27670	horse	man in blue	disjoint
27671	man	blue	independent
27672	man	dirt road	independent
27673	man	man in blue	independent
27674	road	animal	disjoint
27675	road	blue	independent
27676	road	dirt	independent
27677	road	dirt road	reverseentailment
27678	road	man in blue	independent
27679	dirt road	animal	independent
27680	dirt road	blue	independent
27681	dirt road	dirt	forwardentailment
27682	dirt road	man	independent
27683	dirt road	road	forwardentailment
27684	dirt road	man in blue	independent
27685	man in blue	animal	disjoint
27686	man in blue	blue	independent
27687	man in blue	dirt	independent
27688	man in blue	man	independent
27689	man in blue	road	independent
27690	man in blue	dirt road	independent
27691	blue	horse	independent
27692	dirt	horse	independent
27693	dirt	woman	independent
27694	dirt	woman in blue	independent
27695	horse	woman in blue	disjoint
27696	man	woman in blue	disjoint
27697	road	horse	independent
27698	road	woman	independent
27699	road	woman in blue	independent
27700	dirt road	horse	independent
27701	dirt road	woman	independent
27702	dirt road	woman in blue	independent
27703	man in blue	horse	independent
27704	man in blue	woman	independent
27705	man in blue	woman in blue	disjoint
27706	blue	dirty	independent
27707	blue	blue road	independent
27708	blue	dirty horse	independent
27709	dirt	dirty	independent
27710	dirt	blue road	independent
27711	dirt	dirty horse	independent
27712	horse	dirty	independent
27713	horse	blue road	independent
27714	horse	dirty horse	independent
27715	man	dirty	independent
27716	man	blue road	independent
27717	man	dirty horse	independent
27718	road	dirty	independent
27719	road	blue road	independent
27720	road	dirty horse	independent
27721	dirt road	dirty	independent
27722	dirt road	blue road	independent
