CombID	label	meta	preds	pred
171	independent	org	[4.38182258605957, -0.9686185121536255, -3.258209228515625, 4.2899675369262695, -0.94591224193573, -3.1845388412475586, 3.4679129123687744, -1.065493106842041, -2.460153579711914, 3.4769885540008545, -1.1638333797454834, -2.3791861534118652, 4.841095924377441, -1.2584412097930908, -3.358320474624634, 3.731419563293457, -1.002554178237915, -2.6962668895721436, 5.206850051879883, -2.0438575744628906, -2.9592905044555664, 5.022153854370117, -1.9524385929107666, -2.896456718444824, 4.381285667419434, -0.6162831783294678, -3.580761671066284, 3.821038246154785, -0.06329771876335144, -3.586427688598633, 3.8306210041046143, -0.7974200248718262, -2.9999494552612305, 3.5108344554901123, -0.5363227128982544, -2.962446928024292, 2.5885183811187744, -1.3946788311004639, -1.374129056930542, 1.4892199039459229, -0.6968922019004822, -1.0366073846817017, 4.098526954650879, -1.2344588041305542, -2.8424935340881348, 3.5265090465545654, -1.229495882987976, -2.3642289638519287, 3.0027902126312256, -0.8377176523208618, -2.224600315093994, 1.3980814218521118, -0.5110385417938232, -1.1180781126022339]	synonym
172	independent	add	[4.287787437438965, -0.8606566190719604, -3.2598371505737305, 4.302365303039551, -0.7912153005599976, -3.3392179012298584, 3.9892990589141846, -0.8151361346244812, -3.096344470977783, 4.309902191162109, -0.82966148853302, -3.330228328704834, 4.906780242919922, -1.392100214958191, -3.2892117500305176, 4.716833114624023, -1.3383748531341553, -3.193578004837036, 5.162448883056641, -1.9431588649749756, -3.02951717376709, 5.023346900939941, -1.7957026958465576, -3.063452959060669, 4.198663711547852, -0.2632004916667938, -3.7244226932525635, 3.8125102519989014, 0.05124223232269287, -3.675971031188965, 3.7598085403442383, -0.7804405689239502, -2.956533908843994, 3.6688907146453857, -0.41958338022232056, -3.2011892795562744, 2.5667383670806885, -1.5491071939468384, -1.1979336738586426, 2.3071351051330566, -0.8828493356704712, -1.5845420360565186, 3.854254961013794, -1.32211172580719, -2.5691542625427246, 3.884648561477661, -1.4100183248519897, -2.5008010864257812, 2.86875057220459, -0.7009247541427612, -2.2367424964904785, 2.250380277633667, -0.7406073808670044, -1.6853430271148682]	synonym
173	independent	org	[2.417926549911499, -0.4432046115398407, -2.106459617614746, 3.9495105743408203, -0.5486052632331848, -3.2846055030822754, 1.6566153764724731, -1.4540472030639648, -0.5858378410339355, 2.06653094291687, -0.12090854346752167, -2.093491554260254, 4.242122650146484, -1.0427659749984741, -3.1009631156921387, 5.198863983154297, -1.5519728660583496, -3.3537001609802246, 4.028739929199219, -1.8237943649291992, -2.244800567626953, 5.038939476013184, -2.294792890548706, -2.6082935333251953, 4.745785713195801, -1.130039930343628, -3.450286865234375, 4.778307914733887, -1.1465654373168945, -3.4493637084960938, 3.4082863330841064, -0.9417697787284851, -2.533331871032715, 4.732170104980469, -1.1596074104309082, -3.3892624378204346, 1.2156329154968262, 0.3440651297569275, -1.6604626178741455, 2.7805230617523193, -0.4731987714767456, -2.400480270385742, 2.313809871673584, -1.090130090713501, -1.4783475399017334, 3.271226167678833, -1.1753323078155518, -2.2211132049560547, 3.023697853088379, -0.31362274289131165, -2.684574842453003, 3.3009767532348633, -1.0082793235778809, -2.344505786895752]	synonym
174	disjoint	add	[-1.150246024131775, 3.570817470550537, -1.7579922676086426, 1.424258828163147, 0.5115577578544617, -1.9854347705841064, 0.6763527393341064, -1.473732590675354, 0.4044569730758667, -0.23606503009796143, -0.521640419960022, 0.46071743965148926, -0.48059970140457153, -0.34430938959121704, 0.6759783029556274, 1.1523683071136475, -0.6485501527786255, -0.7898617386817932, -0.2181723713874817, -0.7447988986968994, 0.7583703994750977, 3.3970367908477783, -1.6292874813079834, -1.8861520290374756, 0.9292291402816772, 0.38436511158943176, -1.4015419483184814, 0.9967097043991089, 1.230921983718872, -2.1014490127563477, -1.7407143115997314, 0.745780885219574, 1.1893174648284912, 0.49864688515663147, -0.03882082551717758, -0.6927063465118408, -2.3315439224243164, 0.41646724939346313, 2.3028430938720703, 1.112729549407959, -0.9394165277481079, -0.5223239660263062, -2.1344974040985107, -0.7456102967262268, 3.182661533355713, -0.22379520535469055, -1.3508355617523193, 1.2353496551513672, -1.5310499668121338, -1.0725934505462646, 2.8027734756469727, -1.622889518737793, -0.6615678071975708, 2.537182092666626]	independent
175	forwardentailment	org	[3.830369472503662, -1.1036436557769775, -2.6903700828552246, 0.4191819429397583, -0.3614865243434906, -0.2964639663696289, 2.1434268951416016, 1.2437286376953125, -3.176894426345825, 1.2705962657928467, 0.6855912208557129, -2.007411479949951, 2.949841260910034, 1.0744190216064453, -3.712038993835449, 0.6405090093612671, 0.47391462326049805, -1.2262427806854248, 2.9704086780548096, -0.6836333274841309, -2.4112560749053955, 2.0969254970550537, -0.5764642357826233, -1.7076354026794434, 4.049656867980957, -0.36782771348953247, -3.5457820892333984, 2.6976988315582275, 1.1303191184997559, -3.5486159324645996, 0.8478402495384216, 0.6467753648757935, -1.5582716464996338, 1.0565435886383057, -0.22412851452827454, -1.0648515224456787, 0.8923605680465698, -0.24345548450946808, -0.9231988191604614, -2.736250877380371, 0.3286316990852356, 2.752183437347412, 1.0550178289413452, -0.2765026092529297, -1.05326509475708, -1.6580004692077637, 1.7610714435577393, 0.0025444477796554565, 0.9864948391914368, 1.3912043571472168, -2.2326674461364746, 0.19211378693580627, 1.5818963050842285, -1.637197732925415]	independent
176	disjoint	add	[-1.9184235334396362, 3.460413932800293, -0.9384021759033203, -1.109375238418579, 1.627068042755127, -0.35720470547676086, -1.1424000263214111, 2.7409439086914062, -1.239462971687317, -0.8405832052230835, -0.9340541958808899, 1.6620700359344482, -1.9533891677856445, 4.355984687805176, -1.610034704208374, -0.38752543926239014, 0.986903727054596, -0.6498358845710754, 0.7731950283050537, 0.6655203104019165, -1.4559578895568848, 2.5882387161254883, 0.05529451742768288, -2.6319520473480225, -1.9174699783325195, 4.834662914276123, -2.0636465549468994, 1.9904247522354126, 0.35091567039489746, -2.367603302001953, -2.5786049365997314, 3.3256337642669678, -0.2864276170730591, -0.18123681843280792, 1.4412543773651123, -1.1721251010894775, -1.955886721611023, 1.7920637130737305, 0.5303898453712463, -0.65419602394104, -0.04994923621416092, 0.5985369682312012, -2.861528158187866, 1.7599031925201416, 1.494363784790039, -0.1361260861158371, 0.7969721555709839, -0.7538886666297913, -2.519824743270874, 2.0830841064453125, 0.8580335378646851, -0.8116647005081177, 0.039259426295757294, 0.7317829132080078]	independent
177	independent	add	[-2.779585599899292, 2.5710015296936035, 0.7274867296218872, -0.8788340091705322, 1.2284135818481445, -0.2959480881690979, -1.0957176685333252, 2.769619941711426, -1.2387409210205078, 1.1010849475860596, -1.2302486896514893, -0.2244478166103363, -2.2408554553985596, 2.9888763427734375, -0.23958787322044373, 0.25321468710899353, -0.7043904066085815, 0.10976069420576096, 0.17077411711215973, 0.3059472441673279, -0.5844048261642456, 2.684506416320801, -1.2889020442962646, -1.5629353523254395, -1.3308300971984863, 4.616328239440918, -2.3945155143737793, 3.0982770919799805, -0.2602033317089081, -2.865325450897217, -2.0766444206237793, 1.16135835647583, 1.1074178218841553, 3.02140736579895, -1.2547398805618286, -1.8939759731292725, -2.4219882488250732, 0.905979573726654, 1.9139599800109863, -1.0575830936431885, 0.2001112997531891, 0.8389954566955566, -2.9695043563842773, 0.40903639793395996, 3.04239559173584, -0.07203654199838638, -0.1450454592704773, -0.06778611242771149, -1.7759785652160645, 0.5856277942657471, 1.4872037172317505, 0.2086091935634613, -0.45063138008117676, -0.09230215102434158]	independent
178	forwardentailment	org	[2.3733999729156494, 0.8664424419403076, -3.1625924110412598, -1.3352980613708496, 2.350985050201416, -0.5367956757545471, 3.7082502841949463, 0.13930374383926392, -3.653693914413452, -0.08141066133975983, 1.6220698356628418, -1.3710851669311523, 4.219476699829102, -0.9212019443511963, -3.219071626663208, -1.758146047592163, 2.830406904220581, -0.6106946468353271, 3.5188534259796143, -1.503995418548584, -2.1023905277252197, -1.7291572093963623, 0.6583276987075806, 1.1233707666397095, 3.9755303859710693, -0.24416448175907135, -3.6057868003845215, 0.17287172377109528, 3.084123373031616, -2.7376179695129395, 4.652466773986816, -2.1310791969299316, -2.4122509956359863, -1.5847535133361816, 4.317900657653809, -1.9619910717010498, 3.425740957260132, -1.0056300163269043, -2.437056064605713, -3.1605584621429443, 1.9260693788528442, 1.655423879623413, 1.058889389038086, -0.6045759320259094, -0.7351028919219971, -3.651181221008301, 3.2900586128234863, 0.7838207483291626, 2.034351110458374, -1.357727289199829, -0.9535581469535828, -0.8826310634613037, 2.511188268661499, -1.3130710124969482]	forwardentailment
179	forwardentailment	add	[3.2648539543151855, -0.07044678181409836, -3.150163173675537, -1.9147378206253052, 3.5164403915405273, -0.9160399436950684, 3.9337289333343506, -0.22410351037979126, -3.6057443618774414, -0.5060961246490479, 3.77099871635437, -2.511836528778076, 4.267646789550781, -0.3155660331249237, -3.7716524600982666, -1.5792014598846436, 4.9906463623046875, -2.4289817810058594, 5.012646675109863, -2.510028839111328, -2.4037210941314697, -1.1461460590362549, 1.8624064922332764, -0.6949163675308228, 4.477390289306641, -0.5296608209609985, -3.7326745986938477, -0.3870968520641327, 4.046296119689941, -2.8987059593200684, 5.349111557006836, -2.4064998626708984, -2.7070019245147705, -2.339172124862671, 4.480353832244873, -1.416156530380249, 4.406217575073242, -1.6321443319320679, -2.689924716949463, -3.2469699382781982, 2.830298900604248, 0.9742616415023804, 0.8936565518379211, -0.7665603160858154, -0.4398694634437561, -3.7682878971099854, 3.297086238861084, 0.9260826110839844, 2.1475942134857178, -0.5882196426391602, -1.671628475189209, -1.9220774173736572, 2.23404598236084, 0.02464500069618225]	forwardentailment
180	disjoint	org	[3.291531801223755, -0.286962628364563, -2.969193935394287, 2.2923481464385986, 0.07314673066139221, -2.4294209480285645, 3.0217514038085938, 0.1641087681055069, -3.1486172676086426, 2.981001615524292, 0.9238455891609192, -3.6447982788085938, 4.846646308898926, -0.9810237288475037, -3.6392126083374023, 4.076930999755859, -0.09256315976381302, -3.775895118713379, 0.2239217758178711, 1.115910530090332, -1.3447165489196777, 2.481945753097534, 1.173656940460205, -3.436213493347168, 4.613166809082031, -0.7092115879058838, -3.703352928161621, 4.504805564880371, -0.5531278848648071, -3.7458062171936035, 4.945880889892578, -1.2079544067382812, -3.481698989868164, 4.492563247680664, -0.4724668264389038, -3.792147636413574, -1.0897691249847412, 1.4856328964233398, -0.28591352701187134, 1.498955249786377, 1.0158884525299072, -2.4712257385253906, 1.1919875144958496, 0.4744720757007599, -1.7657182216644287, 3.282132863998413, 0.11318765580654144, -3.3088040351867676, 2.284303903579712, 1.1167993545532227, -3.2222073078155518, 1.7504687309265137, 1.3550094366073608, -2.921677589416504]	independent
181	independent	add	[-1.8067052364349365, 4.7984161376953125, -2.106727123260498, 3.1707141399383545, -0.9694855809211731, -2.316782236099243, 0.030351512134075165, 4.682730197906494, -3.700198173522949, 2.69140625, -0.234566792845726, -2.5478005409240723, -3.0072021484375, 4.009258270263672, -0.33309823274612427, 4.387560844421387, -1.3473124504089355, -2.965848684310913, 0.9843684434890747, 0.03820781409740448, -1.1927862167358398, 3.703129291534424, -1.1422922611236572, -2.5982143878936768, -0.24956534802913666, 4.255426406860352, -3.2092905044555664, 4.507192611694336, -0.7416534423828125, -3.5744786262512207, -1.8712527751922607, 2.603287935256958, -0.3344973921775818, 4.788751602172852, -1.8436970710754395, -2.787775993347168, -1.2640849351882935, 2.125270366668701, -0.49561670422554016, 2.744442939758301, -1.4812653064727783, -1.4051594734191895, -3.0904886722564697, 0.7176834344863892, 2.8528056144714355, 2.7401340007781982, -2.361128807067871, -0.49940943717956543, -2.323805093765259, 1.2208051681518555, 1.4134749174118042, 1.483980655670166, -1.8793145418167114, 0.03630390390753746]	disjoint
182	disjoint	org	[-1.771464467048645, -0.47039127349853516, 2.4072370529174805, -1.8940129280090332, -0.8166683912277222, 3.000181198120117, -2.164945125579834, -1.4513342380523682, 4.0465850830078125, -2.0696260929107666, -1.2713489532470703, 3.6863455772399902, -2.812457323074341, -1.1352733373641968, 4.496916770935059, -2.810267686843872, -1.4158365726470947, 4.828845024108887, -1.420556902885437, -1.636850357055664, 3.1322906017303467, -2.0913808345794678, -1.0448408126831055, 3.3859100341796875, -1.5343706607818604, -0.5864207744598389, 2.103626012802124, -1.6778583526611328, -0.4745146632194519, 2.1922621726989746, -2.16715407371521, -1.1069369316101074, 3.5717053413391113, -2.280717134475708, -1.1179332733154297, 3.7487149238586426, -3.7168281078338623, 0.08869332820177078, 4.191814422607422, -3.9442009925842285, -0.25004756450653076, 4.867887496948242, -3.8240091800689697, 0.8112030625343323, 3.426661968231201, -4.089698791503906, 0.7837175130844116, 3.8068253993988037, -2.739591360092163, -1.529651403427124, 4.9492292404174805, -2.8663928508758545, -1.6265901327133179, 5.22337532043457]	disjoint
183	disjoint	add	[-0.7812353372573853, 0.9359161853790283, -0.18828652799129486, -1.6638425588607788, 0.3984321057796478, 1.378659963607788, -0.9111406803131104, -0.19142362475395203, 0.9841541051864624, -2.7970001697540283, -1.0440949201583862, 4.338306427001953, -2.9251744747161865, 0.6241514682769775, 2.870089530944824, -1.81085205078125, -1.234178066253662, 3.2050952911376953, -0.8212391138076782, -0.34008336067199707, 0.9795657992362976, -2.147423505783081, -1.2346570491790771, 3.628129720687866, -0.4356716275215149, 0.29391607642173767, -0.039161667227745056, -2.448225259780884, 1.302293062210083, 1.3487164974212646, -2.3780457973480225, 1.5043525695800781, 1.1475422382354736, -2.8404765129089355, -0.699420690536499, 4.050710678100586, -4.52387809753418, 2.6015477180480957, 2.6299264430999756, -3.312556028366089, -0.6873204708099365, 4.599614143371582, -4.190487861633301, 0.8085651397705078, 4.055586814880371, -3.347856044769287, -0.29556870460510254, 4.202858924865723, -2.4947400093078613, -0.7649866342544556, 3.773125410079956, -3.0696449279785156, -1.3262975215911865, 4.986452579498291]	independent
184	disjoint	add	[-0.6860500574111938, 0.008696328848600388, 0.5376406908035278, -0.7670656442642212, -0.6492189168930054, 1.24790358543396, -0.49468034505844116, -1.7280187606811523, 1.9929556846618652, -1.4876747131347656, -1.5338211059570312, 3.152249813079834, -2.208932876586914, -0.8413156270980835, 3.350724458694458, -1.3813505172729492, -1.4295190572738647, 2.8626794815063477, -1.039083480834961, -1.722111701965332, 2.667475700378418, -1.2234792709350586, -2.0577244758605957, 3.2583260536193848, -1.222337245941162, -0.8383257389068604, 1.9530222415924072, -1.4874290227890015, 0.2687560021877289, 1.2626878023147583, -2.4547483921051025, -0.003677479922771454, 2.7163262367248535, -2.042363166809082, -1.0824127197265625, 3.3767547607421875, -3.6333329677581787, 1.054187536239624, 3.024354934692383, -3.390181303024292, -0.09837735444307327, 4.021867752075195, -3.2351467609405518, 0.37210288643836975, 3.283226728439331, -3.300037145614624, 0.023188017308712006, 3.7742042541503906, -2.315366506576538, -1.768226146697998, 4.604231834411621, -2.321775197982788, -2.2078664302825928, 5.047625541687012]	disjoint
185	forwardentailment	org	[3.9839470386505127, -0.3970741033554077, -3.442509174346924, 1.4544590711593628, 0.1143207773566246, -1.6615113019943237, 1.8042597770690918, -0.29090675711631775, -1.7723630666732788, -0.7843500375747681, -0.9504398703575134, 1.5375759601593018, 4.931866645812988, -0.7143001556396484, -3.9226956367492676, 2.9705209732055664, -0.5647403597831726, -2.485795259475708, 1.1823055744171143, -2.8048806190490723, 1.2305214405059814, -1.2253894805908203, -1.9479637145996094, 3.221008539199829, 0.9307019114494324, 1.3434910774230957, -2.1245412826538086, -1.8016383647918701, 2.2144761085510254, -0.24457323551177979, 1.5307652950286865, 0.8503286838531494, -2.395486831665039, -1.1348693370819092, 0.0032219570130109787, 1.0895798206329346, 3.184842109680176, -0.6131156086921692, -2.637958526611328, -0.49922841787338257, -0.8797788023948669, 1.1381843090057373, 3.0832269191741943, -1.5155202150344849, -1.7606972455978394, -0.2929750084877014, -1.019026517868042, 0.9740759134292603, -1.5357954502105713, -2.3555750846862793, 4.051709175109863, -2.1655068397521973, -1.8461458683013916, 4.353632926940918]	disjoint
