CombID	SenID	templatenum	prem	hyp	label
152	117	5	A bald man standing to the side of a fire	The man stands near a police.	disjoint
152	117	5	A bald man standing to the side of a police	The man stands near a fire.	disjoint
152	117	6	A kid fetches a fire by a tree in the yard.	a kid gets a police	disjoint
152	117	6	A kid fetches a police by a tree in the yard.	a kid gets a fire	disjoint
152	117	7	A green frog buys a fire from a stand.	There is a green frog buying a police	disjoint
152	117	7	A green frog buys a police from a stand.	There is a green frog buying a fire	disjoint
152	117	8	A fire	A police	disjoint
152	117	8	A police	A fire	disjoint
153	117	0	The fires is photographed with a camera	There is a police present	disjoint
153	117	0	The police is photographed with a camera	There is a fires present	disjoint
153	117	1	The fires is in the water	The police is wet	disjoint
153	117	1	The police is in the water	The fires is wet	disjoint
153	117	2	A fires is outside near a campfire at night	There is a police outside	disjoint
153	117	2	A police is outside near a campfire at night	There is a fires outside	disjoint
153	117	3	A young woman is looking at a fires with a binocular	A police is looked at by a woman	disjoint
153	117	3	A young woman is looking at a police with a binocular	A fires is looked at by a woman	disjoint
153	117	4	Several people are moving towards the fires	There is a group of people near the police	disjoint
153	117	4	Several people are moving towards the police	There is a group of people near the fires	disjoint
153	117	5	A bald man standing to the side of a fires	The man stands near a police.	disjoint
153	117	5	A bald man standing to the side of a police	The man stands near a fires.	disjoint
153	117	6	A kid fetches a fires by a tree in the yard.	a kid gets a police	disjoint
153	117	6	A kid fetches a police by a tree in the yard.	a kid gets a fires	disjoint
153	117	7	A green frog buys a fires from a stand.	There is a green frog buying a police	disjoint
153	117	7	A green frog buys a police from a stand.	There is a green frog buying a fires	disjoint
153	117	8	A fires	A police	disjoint
153	117	8	A police	A fires	disjoint
154	118	0	The fish is photographed with a camera	There is a sea present	independent
154	118	0	The sea is photographed with a camera	There is a fish present	independent
154	118	1	The fish is in the water	The sea is wet	independent
154	118	1	The sea is in the water	The fish is wet	independent
154	118	2	A fish is outside near a campfire at night	There is a sea outside	independent
154	118	2	A sea is outside near a campfire at night	There is a fish outside	independent
154	118	3	A young woman is looking at a fish with a binocular	A sea is looked at by a woman	independent
154	118	3	A young woman is looking at a sea with a binocular	A fish is looked at by a woman	independent
154	118	4	Several people are moving towards the fish	There is a group of people near the sea	independent
154	118	4	Several people are moving towards the sea	There is a group of people near the fish	independent
154	118	5	A bald man standing to the side of a fish	The man stands near a sea.	independent
154	118	5	A bald man standing to the side of a sea	The man stands near a fish.	independent
154	118	6	A kid fetches a fish by a tree in the yard.	a kid gets a sea	independent
154	118	6	A kid fetches a sea by a tree in the yard.	a kid gets a fish	independent
154	118	7	A green frog buys a fish from a stand.	There is a green frog buying a sea	independent
154	118	7	A green frog buys a sea from a stand.	There is a green frog buying a fish	independent
154	118	8	A fish	A sea	independent
154	118	8	A sea	A fish	independent
155	118	0	The transporting fishing goods is photographed with a camera	There is a starve while at sea present	independent
155	118	0	The starve while at sea is photographed with a camera	There is a transporting fishing goods present	independent
155	118	1	The transporting fishing goods is in the water	The starve while at sea is wet	independent
155	118	1	The starve while at sea is in the water	The transporting fishing goods is wet	independent
155	118	2	A transporting fishing goods is outside near a campfire at night	There is a starve while at sea outside	independent
155	118	2	A starve while at sea is outside near a campfire at night	There is a transporting fishing goods outside	independent
155	118	3	A young woman is looking at a transporting fishing goods with a binocular	A starve while at sea is looked at by a woman	independent
155	118	3	A young woman is looking at a starve while at sea with a binocular	A transporting fishing goods is looked at by a woman	independent
155	118	4	Several people are moving towards the transporting fishing goods	There is a group of people near the starve while at sea	independent
155	118	4	Several people are moving towards the starve while at sea	There is a group of people near the transporting fishing goods	independent
155	118	5	A bald man standing to the side of a transporting fishing goods	The man stands near a starve while at sea.	independent
155	118	5	A bald man standing to the side of a starve while at sea	The man stands near a transporting fishing goods.	independent
155	118	6	A kid fetches a transporting fishing goods by a tree in the yard.	a kid gets a starve while at sea	independent
155	118	6	A kid fetches a starve while at sea by a tree in the yard.	a kid gets a transporting fishing goods	independent
155	118	7	A green frog buys a transporting fishing goods from a stand.	There is a green frog buying a starve while at sea	independent
155	118	7	A green frog buys a starve while at sea from a stand.	There is a green frog buying a transporting fishing goods	independent
155	118	8	A transporting fishing goods	A starve while at sea	independent
155	118	8	A starve while at sea	A transporting fishing goods	independent
156	119	0	The fishing is photographed with a camera	There is a rod present	independent
156	119	0	The rod is photographed with a camera	There is a fishing present	independent
156	119	1	The fishing is in the water	The rod is wet	independent
156	119	1	The rod is in the water	The fishing is wet	independent
156	119	2	A fishing is outside near a campfire at night	There is a rod outside	independent
156	119	2	A rod is outside near a campfire at night	There is a fishing outside	independent
156	119	3	A young woman is looking at a fishing with a binocular	A rod is looked at by a woman	independent
156	119	3	A young woman is looking at a rod with a binocular	A fishing is looked at by a woman	independent
156	119	4	Several people are moving towards the fishing	There is a group of people near the rod	independent
156	119	4	Several people are moving towards the rod	There is a group of people near the fishing	independent
156	119	5	A bald man standing to the side of a fishing	The man stands near a rod.	independent
156	119	5	A bald man standing to the side of a rod	The man stands near a fishing.	independent
156	119	6	A kid fetches a fishing by a tree in the yard.	a kid gets a rod	independent
